"Back to My Orders","Voltar a Meus Pedidos"
"View Another Order","Ver Outro Pedido"
"About Your Refund","Sobre Seu Reembolso"
"My Orders","Meus Pedidos"
"About Your Invoice","Sobre Sua Fatura"
"Print Order # %1","Print Order # %1"
"Grand Total to be Charged","Total a Ser Cobrado"
Unassign,Desatribuir
"We sent the message.","Enviamos a mensagem."
"This order no longer exists.","This order no longer exists."
"Exception occurred during order load","Uma exceção ocorreu durante o carregamento do pedido."
"You sent the order email.","You sent the order email."
"We couldn't send the email order.","Não conseguimos enviar o email do pedido."
"You canceled the order.","Você cancelou o pedido."
"You have not canceled the item.","Você não cancelou o pedido."
"You put the order on hold.","Você colocou o pedido em espera."
"You have not put the order on hold.","Você não colocou o pedido em espera."
"You released the order from holding status.","Você liberou o pedido do status em espera."
"The order was not on hold.","O pedido não está em espera"
"The payment has been accepted.","O pagamento foi aceito."
"The payment has been denied.","O pagamento foi negado."
"The payment update has been made.","A atualização do pedido foi feita"
"Comment text cannot be empty.","Texto do comentário não pode estar vazio."
"We cannot add order history.","Não conseguimos adicionar o histórico do pedido"
"%1 order(s) cannot be canceled.","%1 pedido(s) não podem ser cancelado."
"You cannot cancel the order(s).","Você não pode cancelar o(s) pedido(s)."
"We canceled %1 order(s).","Nós cancelamos %1 pedido(s)."
"%1 order(s) were not put on hold.","%1 pedido(s) não colocamos em espera."
"No order(s) were put on hold.","Nenhum pedido foi colocado em espera."
"You have put %1 order(s) on hold.","Você tem que colocar %1 pedido(s) em espera."
"%1 order(s) were not released from on hold status.","%1 pedido(s) não foi liberado do status em espera."
"No order(s) were released from on hold status.","Nenhum pedido foi liberado do status em espera."
"%1 order(s) have been released from on hold status.","%1 pedido(s) foi liberado do status em espera."
"There are no printable documents related to selected orders.","Não há documentos imprimíveis relacionados a pedidos selecionados."
"The payment has been voided.","O pagamento foi cancelado"
"We couldn't void the payment.","Não foi possível cancelar o pagamento."
"You updated the order address.","Você atualizou o endereço do pedido."
"Something went wrong updating the order address.","Ocorreu um erro ao atualizar o endereço do pedido."
"""%1"" coupon code is not valid.","""%1"" código do cupom não é válido."
"The coupon code has been accepted.","O código do cupom foi aceito."
"New Order","Novo Pedido"
"The order no longer exists.","O pedido não existe mais."
"Cannot create credit memo for the order.","Não é possível criar nota de crédito para o pedido."
"View Memo for #%1","Ver Nota para #%1"
"View Memo","Ver Nota"
"New Memo for #%1","Nova Nota para #%1"
"New Memo","Nova Nota"
"Cannot update the item's quantity.","Não foi possível atualizar a quantidade de itens."
"Credit memo's total must be positive.","Nota de Crédito deve ser positiva."
"Cannot create online refund for Refund to Store Credit.","Não conseguimos criar reembolso online para Reembolso para o Crédito de Loja"
"You created the credit memo.","Você criou a nota de crédito."
"Cannot save the credit memo.","Não foi possível salvar a nota de crédito."
"The credit memo has been canceled.","A nota de crédito foi cancelada."
"You canceled the credit memo.","Você cancelou a nota de crédito."
"You voided the credit memo.","Você anulou a nota de crédito"
"We can't void the credit memo.","Não foi possível anular a nota de crédito."
"The Comment Text field cannot be empty.","O campo de Comentário não pode ser vazio."
"Cannot add new comment.","Não é possível adicionar novo comentário."
"Edit Order","Editar Pedido"
"The invoice no longer exists.","A fatura não existe mais."
"The order does not allow an invoice to be created.","O pedido não permite que uma fatura seja criada."
"Cannot create an invoice without products.","Não é possível criar uma fatura sem produtos."
"New Invoice","Nova Fatura"
"Cannot update item quantity.","Não é possível atualizar a quantidade de itens."
"The invoice and the shipment  have been created. ' 'The shipping label cannot be created now.","A fatura e o envio foi criado. ' 'O rótulo do pedido não pode ser criado agora."
"You created the invoice and shipment.","Você criou a fatura e o envio."
"The invoice has been created.","A fatura foi criada."
"We can't send the invoice email.","Não foi possível enviar email da fatura."
"We can't send the shipment.","Não foi possivel enviar código de rastreio."
"We can't save the invoice.","Não foi possível criar a fatura."
"The invoice has been captured.","A fatura foi capturada."
"Invoice capturing error","Erro ao capturar a fatura"
"You canceled the invoice.","A fatura foi cancelada."
"Invoice canceling error","Erro ao cancelar a fatura"
"The invoice has been voided.","A fatura foi anulada."
"Invoice voiding error","Erro ao anular a fatura"
"Create New Order Status","Criar Novos Status de Pedido"
"We can't find this order status.",""Não foi possível encontrar este status do pedido."
"We found another order status with the same order status code.","Nós encontramos outro status de pedido com o mesmo código de status."
"You have saved the order status.","Você salvou o status do pedido."
"We couldn't add your order status because something went wrong saving.","Não foi possível adicionar o status do pedido, pois ocorreu um erro ao salvar."
"You have assigned the order status.","Você atribuiu o status do pedido."
"An error occurred while assigning order status. Status has not been assigned.","Um erro ocorreu ao atribuir o status do pedido."
"You have unassigned the order status.","Você desatribuiu o status do pedido"
"Something went wrong while we were unassigning the order.","Algo deu errado ao desatribuir o pedido"
"Something went wrong while saving the gift message.","Algo deu errado ao salvar a mensagem de presente."
"The gift message has been saved.","A mensagem do pedido foi salva"
"Please correct the transaction ID and try again.","Por favor, corrija o ID da Transação e tente novamente."
"The transaction details have been updated.","O s detalhes da transação foram atualizados"
"We can't update the transaction details.","Não foi possível atualizar os detalhes da transação."
"Orders and Returns","Pedidos e Devoluções"
"This item price or quantity is not valid for checkout.","O preço ou quantidade deste item não é válido para o checkout"
"You entered incorrect data. Please try again.","Você inseriu um dado incorreto. Por favor, tente novamente."
"We couldn't find this wish list.","Não foi possivel encontrar a lista de desejos."
"We could not add a product to cart by the ID ""%1"".","Não conseguimos adicionar um produto ao carrinho pelo ID ""%1""."
"There is an error in one of the option rows.","Há um erro em uma das linhas de opções"
"Shipping Address: ","Endereço de Entrega: "
"Billing Address: ","Endereço de Cobrança"
"Shipping Address","Endereço de Entrega"
"Billing Address","Endereço de Cobrança"
"You need to specify order items.","Você precisa especificar os itens do pedido."
"You need to specify a shipping method.","Você precisa especificar o método de envio."
"A payment method must be specified.","O método de pagamento precisa ser especificado."
"This payment method instance is not available.","A instância do método  de pagamento não está disponível"
"This payment method is not available.","Este método de pagamento não está disponível."
"VAT Request Identifier","VAT Request Identifier"
"VAT Request Date","VAT Request Date"
"The Order State ""%1"" must not be set manually.","O Estado do Pedido ""%1"" não deve ser definido manualmente."
"A hold action is not available.","Uma ação de espera não está disponível"
"You cannot remove the hold.","Você não pode remover a espera."
"We cannot cancel this order.","Não podemos cancelar este pedido."
"The most money available to refund is %1.","A máximo de dinheiro disponível para reembolso é %1."
"We cannot register an existing credit memo.","Não é possível registrar uma nota de crédito existente."
"Unknown State","Estado Desconhecido"
"We found an invalid quantity to refund item ""%1"".","Nós encontramos uma quantidade inválida para a nota de crédito ""%1""."
"Maximum shipping amount allowed to refund is: %1","O valor máximo de envio permitido para reembolso é: %1"
"We cannot register an existing invoice","Não é possível registrar uma fatura existente"
"We found an invalid quantity to invoice item ""%1"".","Nós encontramos uma quantidade inválida no item da fatura ""%1""."
"Unknown Status","Status Desconhecido"
Backordered,Encomendado
Partial,Parcial
Mixed,Misto
"An amount of %1 will be captured after being approved at the payment gateway.","Um total de f %1 será capturado após ser aprovado pelo gateway de pagamento."
"Captured amount of %1 online","Quantidade Capturada de %1 online"
"An order with subscription items was registered.","Um pedido com itens de assinatura foi registrado."
"The transaction ""%1"" cannot be captured yet.","A transação ""%1"" não pode mais ser capturada."
"Order is suspended as its capture amount %1 is suspected to be fraudulent.","Pedido está suspenso como seu valor de captura %1 é suspeito de ser fraudulento"
"Registered notification about captured amount of %1.","Notificação registrada sobre quantidade capturada %1."
"Registered a Void notification.","Registrada uma notificação nula."
"If the invoice was created offline, try creating an offline credit memo.","Se a fatura foi criada offline, tente criar uma nota de crédito offline."
"We refunded %1 online.","Foi devolvido %1 de forma online."
"We refunded %1 offline.","Foi devolvido %1 de forma offline."
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %1. Transaction ID: ""%2""","IPN ""Reembolsado"". Reembolso por comerciante. Notificação sobre quantidade reembolsada registrada %1. ID da Transação: ""%2"""
"The credit memo has been created automatically.","A nota de cŕedito foi criada automaticamente."
"Registered notification about refunded amount of %1.","Notificação registrada sobre quantidade reembolsada de %1."
"Canceled order online","Pedido cancelado online"
"Canceled order offline","Pedido cancelado offline"
"Approved the payment online."Aprovado do pagamento online."
"There is no need to approve this payment.","Não há necessidade de aprovar este pagamento."
"Registered notification about approved payment.","Notificação registrada sobre o pagamento."
"Denied the payment online","Pagamento online negado"
"There is no need to deny this payment.","Não há necessidade de negar este pagamento."
"Registered notification about denied payment.","Notificação registrada sobre o pagamento negado."
"Registered update about approved payment.","Atualização registrada sobre o pagamento aprovado."
"Registered update about denied payment.","Atualização registrada sobre o pagamento negado."
"There is no update for the payment.","Não há atualização do pagamento"
"The order amount of %1 is pending approval on the payment gateway.","O total do pedido de %1 está com aprovação pendente."
"We will authorize %1 after the payment is approved at the payment gateway.","Iremos autorizar %1 após o pagamento ser aprovado."
"Authorized amount of %1","Quantia autorizada de %1"
"Voided authorization.","Autorização negada."
"Amount: %1.","Quantidade: %1."
"Transaction ID: ""%1""","ID da Transação: ""%1"""
"The parent transaction ID must have a transaction ID.","O ID da transação pai deve ter um ID de Transação."
"The transaction ""%1"" (%2) is already closed.","A transação ""%1"" (%2) já está fechada."
"Set order for existing transactions not allowed","Definir Pedido para transações não autorizadas existentes"
"At minimum, you need to set a payment ID.","NO mínimo, você precisa definir o ID do Pagamento."
"We found an unsupported transaction type ""%1"".","Encontramos um tipo de transação não suportada ""%1""."
"Please set a proper payment object.","Por favor, defina o objeto da propriedade de pagamento."
"The Transaction ID field cannot be empty.","Campo do ID da Transação não pode ser vazio."
"You can't do this without a transaction object.","Você não pode fazer isso sem o objeto da transação."
"Sold to:","Vendido para:"
"Ship to:","Enviar para:"
"Ship To:","Enviar Para:"
"Shipping Method:","Forma de Envio:"
"We found an invalid renderer model.","Nós encontramos um modelo renderizado inválido"
"Please define the PDF object before using.","Por favor, defina o objeto do PDF antes de usar."
"We don't recognize the draw line data. Please define the ""lines"" array.","Nós não reconhemos os dados da linha de desenho. Por favor, defina o array de ""linhas""."
"Total (ex)","Total (ex)"
"Total (inc)","Total (inc)"
"Credit Memo # ","Nota de Crédito # "
"Invoice # ","Fatura # "
"The order object is not specified.","O objeto do pedido não está especifcado."
"The source object is not specified.","O objeto da fonte não está especificado"
"An item object is not specified.","Um objeto de item não está especificado"
"A PDF object is not specified.","O objeto do PDF não está especificado."
"A PDF page object is not specified.","O objeto da página do PDF não está especificado"
"Packing Slip # ","Embalagem # "
"We cannot register an existing shipment","Não foi possível registrar uma remessa existente"
"We cannot create an empty shipment.","Não foi possível criar uma remessa vazia"
"We found an invalid qty to ship for item ""%1"".","We found an invalid qty to ship for item ""%1""."
"The total model should be extended from \Magento\Sales\Model\Order\Total\AbstractTotal.","O modelo total deve ser estendido de \Magento\Sales\Model\Order\Total\AbstractTotal."
"We cannot determine the field name.","Não é possível determinar o nome do campo."
"Please specify a valid grid column alias name that exists in the grid table.","Por favor, especifique um nome de alias para a coluna da grid que exista na tabela da grid."
"We don't have enough information to save the parent transaction ID.","Não temos informação o suficiente para salvar o ID da Transação Pai"
"The last status can't be unassigned from its current state.","O ultimo status não pode ser desatribuido para o estado atual."
"Pending Payment","Pagamento Pendente"
"On Hold","Em Espera"
Complete,Completo
"Suspected Fraud","Suspeita de Fraude"
"Payment Review","Revisão de Pagamento"
"Changing address information will not recalculate shipping, tax or other order amount.","Alterando"
"Order Comments","Comentários do Pedido"
"Order Currency:","Order Currency:"
"Select from existing customer addresses:","Selecionar entre os endereços existentes do cliente:"
"Same As Billing Address","O Mesmo Endereço de Cobrança"
"You don't need to select a shipping address.","Você não precisa selecionar um endereço de entrega."
"Gift Message for the Entire Order","Mensagem de Presente para o Pedido Inteiro"
"Move to Shopping Cart","Mover para o Carrinho"
"Subscribe to Newsletter","Assine a Newsletter"
"Click to change shipping method","Clique par amudar o método de entrega."
"Sorry, no quotes are available for this order.","Não foi possivel calcular o frete, verifique o CEP, o peso e quantidade de itens no carrinho"
"Get shipping methods and rates","Obter métodos de entrega e taxa"
"You don't need to select a shipping method.","Você não precisa selecionar um método de entrega."
"Customer's Activities","Atividades do Cliente"
"Append Comments","Adicionar Comentário"
"Email Order Confirmation","E-mail de Confirmação de Pedido"
"Grand Total Excl. Tax","Grand Total Excl. Tax"
"Grand Total Incl. Tax","Grand Total Incl. Tax"
"Subtotal (Excl. Tax)","Subtotal (Excl. Tax)"
"Subtotal (Incl. Tax)","Subtotal (Incl. Tax)"
"The order was placed using %1.","The order was placed using %1."
"Items to Refund","Items to Refund"
"Return to Stock","Return to Stock"
"Qty to Refund","Qty to Refund"
"Row Total","Total"
"No Items To Refund","No Items To Refund"
"Credit Memo Comments","Credit Memo Comments"
"Refund Totals","Refund Totals"
"Email Copy of Credit Memo","Email Copy of Credit Memo"
"Please enter a positive number in this field.","Please enter a positive number in this field."
"Items Refunded","Items Refunded"
"No Items","No Items"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Create Shipment","Gerar Envio"
"Invoice and shipment types do not match for some items on this order. You can create a shipment only after creating the invoice.","Invoice and shipment types do not match for some items on this order. You can create a shipment only after creating the invoice."
"Qty to Invoice","Qtd a Faturar"
"Invoice History","Histórico"
"Invoice Comments","Comentários"
"Invoice Totals","Total da Fatura"
"Capture Amount","Capture Amount"
"Capture Online","Capture Online"
"Capture Offline","Capture Offline"
"Not Capture","Not Capture"
"The invoice will be created offline without the payment gateway.","The invoice will be created offline without the payment gateway."
"Email Copy of Invoice","Enviar Email da Fatura ao Cliente"
"Items Invoiced","Itens Faturados"
"Total Tax","Total Tax"
"From Name","From Name"
"To Name","To Name"
"Add Order Comments","Adicionar Comentário ao Pedido"
"Notification Not Applicable","Notificação não aplicável"
"the order confirmation email was sent","o e-mail da confirmação do pedido foi enviado."
"the order confirmation email is not sent","o e-mail da confirmação do pedido não foi enviado."
"Order Date (%1)","Data de Pedido (%1)"
"Purchased From","Loja"
"Link to the New Order","Link para o Novo Pedido"
"Link to the Previous Order","Link para o Pedido Anterior"
"Placed from IP","IP"
"%1 / %2 rate:","%1 / %2 taxa:"
"Item Status","Status"
"Original Price","Preço Original"
"Tax Percent","% Imposto"
"Transaction Data","Dados da Transação"
"Parent Transaction ID","ID da Transação Pai"
"Transaction Type","Tipo de Transação"
"Is Closed","Está Fechado"
"Child Transactions","Child Transactions"
"Transaction Details","Detalhes da Transação"
"Gift Message for this Order","Mensagem de Presente para Este Pedido
"Shipped By","Transportadora"
"Tracking Number","Número de Rastreio"
"Billing Last Name","Sobrenome de Cobrança"
"Find Order By:","Encontrar Pedido Por:"
"Find Order By","Encontrar Pedido Por"
"ZIP Code","CEP"
"Billing ZIP Code","CEP para Cobrança"
"Print All Refunds","Imprimir Todos os Reembolsos"
"Refund #","Reembolso #"
"Print Refund","Imprimir Reembolso"
"You have placed no orders.","Você não fez nenhum pedido ainda."
"<span class=""label"">Order Date:</span> %1","<span class=""label"">Data do Pedido:</span> %1"
"No shipping information available","Nenhuma informação de entrega disponível"
"Print Order","Imprimir"
"Subscribe to Order Status",""
"Print All Invoices","Imprimir Todas as Faturas"
"Invoice #","Fatura #"
"Print Invoice","Imprimir Fatura"
"Qty Invoiced","Qtd Faturada"
"Refund #%1","Reembolso #%1"
"Invoice #%1","Fatura #%1"
"Shipment #%1","Entrega #%1"
"Items Shipped","Itens Enviados"
"Qty Shipped","Qtd Enviada"
"View All","Ver Todos"
"Gift Message for This Order","Gift Message for This Order"
"About Your Order","About Your Order"
"Shipment Comments","Comentários de Entrega"
"Gift Options for ","Opções de Presentes para"
Ok,Ok
"Anchor Custom Title","Anchor Custom Title"
Phone,Telefone
"Default Template","Template Padrão"
"Minimum Order Amount","Quantidade Mínima do Pedido"
Comma-separated,Comma-separated
"Hide Customer IP","Hide Customer IP"
"Choose whether a customer IP is shown in orders, invoices, shipments, and credit memos.","Escolha se o IP do cliente é exibido nos pedidos, faturas, envios e notas de crédito."
"Checkout Totals Sort Order","Ordem de Classificação dos Totais do Checkout"
"Allow Reorder","Permitir Reencomenda"
"Invoice and Packing Slip Design","Design de Fatura e Embalagem"
"Logo for PDF Print-outs (200x50)","Logo para Impressões de PDF (200x50)"
"
Your default logo will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If your pdf image is distorted, try to use larger file-size image.
","
Seu logo padrão será usado no PDF e documentos HTML.<br />(jpeg, tiff, png) Se sua imagem do pdf é distorcida, tente usar um arquivo de imagem maior.
"
"Logo for HTML Print View","Logo for HTML Print View"
"
Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)
","
Somente logo para documentos HTML. Se vazio, o padrão será usado.<br />(jpeg, gif, png)
"
"Minimum Amount","Quantia Mínima"
"Subtotal after discount","Subtotal após desconto"
"Description Message","Mensagem de Descrição"
"This message will be shown in the shopping cart when the subtotal (after discount) is lower than the minimum allowed amount.","Essa mensagem será exibida no carrinho quando o subtotal for menor que o mínimo permitido."
"Error to Show in Shopping Cart","Erro para Exibir no Carrinho"
"Validate Each Address Separately in Multi-address Checkout","Valide cada endereço separadamente no checkout de vários endereços"
"Multi-address Description Message","Mensagem de Descrição de Multi-endereço"
"We'll use the default description above if you leave this empty.","Usaremos a descrição padrão acima se você deixar isso vazio."
"Multi-address Error to Show in Shopping Cart","Multi-address Error to Show in Shopping Cart"
"We'll use the default error above if you leave this empty.","Usaremos o erro padrão acima se você deixar isso vazio."
"Use Aggregated Data (beta)","Usar Dados Agregados (beta)"
"Sales Emails","Emails de Venda"
"New Order Confirmation Email Sender","Remetente de Email de Confirmação de Pedido"
"New Order Confirmation Template","Template de Confirmação de Novo Pedido"
"New Order Confirmation Template for Guest","Template de Confirmação de Novo Pedido para Visitante"
"Send Order Email Copy To","Enviar Cópia de Email de Pedido para"
"Send Order Email Copy Method","Enviar Método de Cópia de Email de Pedido"
"Order Comment Email Sender","Remetente de Email de Comentário do Pedido"
